Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
IT-Market Computer Systems Ord Shs,I7TG.DE^G10,DE000A0H1P30,D3817Y108,Ordinary Share,Xetra,Germany
Eichborn Ord Shs,EIHG.F^I12,DE0005183701,D2402M107,Ordinary Share,Frankfurt Stock Exchange,Germany
Elephant Seven Ord Shs,EPHG.DE^J07,DE0005138200,D2128X106,Ordinary Share,Xetra,Germany
Maier und Partner Ord Shs,MPRKk.F^K21,DE000A1MMCY2,D51403166,Ordinary Share,Frankfurt Stock Exchange,Germany
Cybits Holding Ord Shs,SCOG.F^A16,DE0007240004,D6423N101,Ordinary Share,Frankfurt Stock Exchange,Germany
Pixelnet Ord Shs,PXNG.DE^F05,DE0005279806,D6123W104,Ordinary Share,Xetra,Germany
Hamatech Ord Shs,DVDG.DE^C09,DE0007309007,D8097F109,Ordinary Share,Xetra,Germany
Biotissue Techn Ord Shs,BTSG.DE^F04,DE0006180615,D1178X107,Ordinary Share,Xetra,Germany
Galileo Medien Ord Shs,G7MG.DE^A09,DE0006036858,undefined,Ordinary Share,Xetra,Germany
Novasoft AG Ord Shs,NOVG.DE^H06,DE0006778905,D58216108,Ordinary Share,Xetra,Germany
Wanderer Werke Ord Shs,WANG.F^L17,DE0007756009,D95328114,Ordinary Share,Frankfurt Stock Exchange,Germany
Joyou Ord Shs,JY8G.F^B17,DE000A0WMLD8,D3856V106,Ordinary Share,Frankfurt Stock Exchange,Germany
Farmatic Biotech Energy Ord Shs,FARG.F^L12,DE0006051923,D2589F107,Ordinary Share,Frankfurt Stock Exchange,Germany
CWI Real Estate Ord Shs,CW6G.F^L12,DE000A0JM2F5,D1647Z105,Ordinary Share,Frankfurt Stock Exchange,Germany
Mox Deals Ord Shs,MZSG.F^B15,DE0005391908,D5S66A103,Ordinary Share,Frankfurt Stock Exchange,Germany
IKB Deutsche Industriebank New Ord Shs,IKBGeb.DE^E09,DE000A0SMNZ5,D35301155,Ordinary Share,Xetra,Germany
Ceyoniq Ord Shs,CEEG.F^A16,DE0005420004,D1499M103,Ordinary Share,Frankfurt Stock Exchange,Germany
I P C Archtec AG Ord Shs,AL8G.DE^K08,DE0005252803,D3643N102,Ordinary Share,Xetra,Germany
Winter K Ord Shs,WI7Gk.DE^B11,DE000A0XFUK6,D9695Q182,Ordinary Share,Xetra,Germany
Oil & Gas Capital Ord Shs,C7BG.F^K12,DE0001644391,D0R9B0105,Ordinary Share,Frankfurt Stock Exchange,Germany
Intelis Ord Shs,AR5G.F^L12,DE000A0J3M03,D0438N107,Ordinary Share,Frankfurt Stock Exchange,Germany
Hucke Ord Shs,HCKG.F^L12,DE0006095102,D34159109,Ordinary Share,Frankfurt Stock Exchange,Germany
Gedys Internet Products Ord Shs,GED.F^L12,DE0005273007,D2782P100,Ordinary Share,Frankfurt Stock Exchange,Germany
Fashionact Industries Ord Shs,3FS.F^L12,USU947591041,U94759104,Ordinary Share,Frankfurt Stock Exchange,Germany
PurVia Ord Shs,3PVG.F^L12,DE000A0M6TJ8,D62314105,Ordinary Share,Frankfurt Stock Exchange,Germany
Steilmann Ord Shs,STEM.F^G20,DE000A14KR50,D8102P100,Ordinary Share,Frankfurt Stock Exchange,Germany
Cargofresh Ord Shs,C1FG.DE^L10,DE0006049174,D1449Q105,Ordinary Share,Xetra,Germany
Olympia Flexgroup Ord Shs,AOUG.DE^B11,DE000A0LBKV8,D03193105,Ordinary Share,Xetra,Germany
Lipro AG Logistic und Information Prod NPV Ord Shs,LPRG.DE^J06,DE0005212609,D5048B120,Ordinary Share,Xetra,Germany
Top-Wetten Ord Shs,SOSG.F^A13,DE0007331308,D81727105,Ordinary Share,Frankfurt Stock Exchange,Germany
Kunert K Ord Shs,KUNGk.F^J17,DE000A0XYLX9,D48239186,Ordinary Share,Frankfurt Stock Exchange,Germany
DLO Deutsche Logistik Outsourcing Ord Shs,DLOG.F^G12,DE000A0DNBF2,D2226M101,Ordinary Share,Frankfurt Stock Exchange,Germany
Knorr Capital Ca Ord Shs,KCPGn.DE^H08,DE0007686123,D3930V122,Ordinary Share,Xetra,Germany
Black Box Capital Ord Shs,B5BG.F^K11,DE000A0HHE79,D11594104,Ordinary Share,Frankfurt Stock Exchange,Germany
BIODATA Information Technology Ord Shs,BITG.F^D12,DE0005422703,D11718109,Ordinary Share,Frankfurt Stock Exchange,Germany
n.runs Ord Shs,NNXG.DE^I14,DE000A0LEFF5,D5824M100,Ordinary Share,Xetra,Germany
Done Project Ord Shs,DPJG.F^L12,DE0005098909,D22597104,Ordinary Share,Frankfurt Stock Exchange,Germany
Happybet Ord Shs,N3CG.F^L12,DE000A0JD0N4,D3305E101,Ordinary Share,Frankfurt Stock Exchange,Germany
LIFEJACK Ord Shs,JA2G.DE^G09,DE000A0NK3H5,D50749106,Ordinary Share,Xetra,Germany
Ser Systems Ord Shs,SESG.F^H11,DE0007241903,D70355108,Ordinary Share,Frankfurt Stock Exchange,Germany
Maxdata Ord Shs,MXAG.DE^J09,DE0006581309,D5282Z106,Ordinary Share,Xetra,Germany
Netlife Ord Shs,NTFG.DE^E11,DE0006763907,D3447F107,Ordinary Share,Xetra,Germany
SZ Testsysteme Ord Shs,SZTG.DE^B07,DE0005067300,D8281Y120,Ordinary Share,Xetra,Germany
NascaCell Technologies Ord Shs,N7CG.DE^J10,DE000A0F5WL9,D5650D109,Ordinary Share,Xetra,Germany
Palladius E Ord Shs,P8LGe.DE^H09,DE000A0XFQJ6,D59812111,Ordinary Share,Xetra,Germany
Baeurer AG Common Stock,BEUG.DE^H04,DE0005530703,D0525D103,Ordinary Share,Xetra,Germany
Fenghua SoleTech Ord Shs,FENG.F^L20,DE000A13SX89,D2R3LQ106,Ordinary Share,Frankfurt Stock Exchange,Germany
Net K Ord Shs,NETGnk.F^G17,DE000A1682B9,D5S8A4108,Ordinary Share,Frankfurt Stock Exchange,Germany
Elsa Ord Shs,ELSG.DE^G10,DE0005073605,D2462N102,Ordinary Share,Xetra,Germany
Refugium Holding Ord Shs,REFG.DE^C08,DE0007007106,D6364H105,Ordinary Share,Xetra,Germany
Media Netcom AG Ord Shs,MNPGn.DE^G07,DE0005423800,D5314D107,Ordinary Share,Xetra,Germany
AmaTech Ord Shs,TXAG.F^G20,DE0005192801,D0350Y107,Ordinary Share,Frankfurt Stock Exchange,Germany
Escom AG Ord Shs,ECMG.DE^A11,DE0006007206,D2525P177,Ordinary Share,Xetra,Germany
Areal Immobilien und Beteiligungs Ord Shs,KNS1.F^B17,DE000A1RFGW0,D0R3CW115,Ordinary Share,Frankfurt Stock Exchange,Germany
Parkermedia Ord Shs,6PMG.F^L12,DE000A0BMPU7,D5983R106,Ordinary Share,Frankfurt Stock Exchange,Germany
Windhoff Ord Shs,WIDG.F^C21,DE0007018509,D96959107,Ordinary Share,Frankfurt Stock Exchange,Germany
PGAM Adv Tech Ord Shs,PATG.DE^L06,DE0005138408,D6071B102,Ordinary Share,Xetra,Germany
PFAFF Industrie Maschinen Ord Shs,P8FG.DE^B09,DE0006230162,D6057N104,Ordinary Share,Xetra,Germany
FIHM Fonds und Immobilien Holding Muenchen Ord Shs,4SHGnk.F^J13,DE000A1KRDN6,D2624W107,Ordinary Share,Frankfurt Stock Exchange,Germany
ARNDT Ord Shs,AHZG.F^L12,DE0005269104,D1600A105,Ordinary Share,Frankfurt Stock Exchange,Germany
SachsenringAutom Ord Shs,SRGG.DE^G08,DE0007162208,D66649100,Ordinary Share,Xetra,Germany
Azego Ord Shs,ACGG.DE^D11,DE000A0PNL64,D0545T179,Ordinary Share,Xetra,Germany
Datasave AG Info Ord Shs,DSVG.DE^B06,DE0005519508,D5647Y125,Ordinary Share,Xetra,Germany
Abwicklungsgesellschaft Roesch Ord Shs,RSBG.F^I17,DE0005291405,D6588Y108,Ordinary Share,Frankfurt Stock Exchange,Germany
EECH Group Ord Shs,PTAG.F^L12,DE0006852809,D2462E102,Ordinary Share,Frankfurt Stock Exchange,Germany
ZAAB Energy Ord Shs,ZA7G.F^L12,DE000A0LEZA4,D98421106,Ordinary Share,Frankfurt Stock Exchange,Germany
Bremer Vulkan Ord Shs,BVUG.DE^F06,DE0005271001,D13664111,Ordinary Share,Xetra,Germany
Smiles K Ord Shs,CX2k.F^L12,DE000A1MMAM1,D69919112,Ordinary Share,Frankfurt Stock Exchange,Germany
Artstor Ord Shs,HHSG.F^G15,DE0005492862,D0406Z108,Ordinary Share,Frankfurt Stock Exchange,Germany
Dom-Brauerei Ord Shs,SBFGk.DE^C10,DE000A0L1M50,D14844159,Ordinary Share,Xetra,Germany
Exploration Drilling International Ord Shs,EXDL.F^E12,US30216C1009,30216C100,Ordinary Share,Frankfurt Stock Exchange,Germany
Juragent Ord Shs,JUTG.F^L12,DE0005412506,D3756J104,Ordinary Share,Frankfurt Stock Exchange,Germany
Wuensche AG Ord Shs,WUNG.DE^C07,DE0007798100,D97271106,Ordinary Share,Xetra,Germany
Micrologica Ord Shs,MLGG.DE^E11,DE0006623002,D5409J100,Ordinary Share,Xetra,Germany
Brokat Tech Common Stock,BRJG.DE^G03,DE0005221907,D1400B105,Ordinary Share,Xetra,Germany
GFN AG Common Stock,GFNG.DE^J05,DE0002457652,D2823J105,Ordinary Share,Xetra,Germany
Das Werk AG Ord Shs,DWEG.DE^J04,DE0005412001,D1672X108,Ordinary Share,Xetra,Germany
WWL Internet Ord Shs,WWIG.DE^K04,DE0007830101,D9809N109,Ordinary Share,Xetra,Germany
Euromed Ord Shs,EUDG.DE^D11,DE0005706808,D2552N103,Ordinary Share,Xetra,Germany
TelesensKSCL Ord Shs,TLZG.DE^C04,DE0005299705,D8310M105,Ordinary Share,Xetra,Germany
Private Value Ord Shs,BLNG.F^J11,DE0005084701,D0208C109,Ordinary Share,Frankfurt Stock Exchange,Germany
Marbert Holding Ord Shs,MBTGv.F^A13,DE000A0S84W0,D5192N144,Ordinary Share,Frankfurt Stock Exchange,Germany
Girindus Ord Shs,GIRG.F^A16,DE0005880405,D2826E103,Ordinary Share,Frankfurt Stock Exchange,Germany
condomi AG Ord Shs,CAGG.DE^A11,DE0005444905,D1605B108,Ordinary Share,Xetra,Germany
Kinowelt Medien Ord Shs,KNMG.DE^K08,DE0006285901,D3892A108,Ordinary Share,Xetra,Germany
OAR Consulting Ord Shs,OARG.DE^H07,DE0006870801,D5824L102,Ordinary Share,Xetra,Germany
BVE Holding Ord Shs,BV6G.F^F11,DE000A0STRM9,D0534P105,Ordinary Share,Frankfurt Stock Exchange,Germany
Rinol Ord Shs,RILGk.F^B16,DE000A0HN404,D65653129,Ordinary Share,Frankfurt Stock Exchange,Germany
Swing Ent Media Ord Shs,SGVG.DE^J08,DE0005474407,D8281M100,Ordinary Share,Xetra,Germany
Analytik Jena E Ord Shs,AJAGe.DE^D12,DE000A1MMCF1,undefined,Ordinary Share,Xetra,Germany
Evalue Ord Shs,XACJe.DE^K12,DE000A1PHCF4,D2R8AP109,Ordinary Share,Xetra,Germany
Ruecker Ord Shs,RUKV.F^I14,DE000A1PG5M3,D6609A121,Ordinary Share,Frankfurt Stock Exchange,Germany
VDN Ord Shs,VDNGa.F^E06,DE0002457645,D19176AJ1,Ordinary Share,Frankfurt Stock Exchange,Germany
Peach Property Group Deutschland Ord Shs,1PEG.F^F18,DE000A1RE400,D4855W103,Ordinary Share,Frankfurt Stock Exchange,Germany
PSB AG STK V,PSBGv.F^F03,DE0002457744,D6202C110,Ordinary Share,Frankfurt Stock Exchange,Germany
Cybits Holding E Ord Shs,SCONe.DE^L13,DE000A1R1ER8,D164BZ118,Ordinary Share,Xetra,Germany
Pacific Retail Merchants E Ord Shs,7PRe.F^L16,DE000A1PHEF0,D5S7AG129,Ordinary Share,Frankfurt Stock Exchange,Germany
Schlott Gruppe AG Common Stock,SHTGe.DE^B04,DE0003304168,D6794K124,Ordinary Share,Xetra,Germany
Lantec Common Stock,LTKG.DE^H05,DE0005204192,D4925V101,Ordinary Share,Xetra,Germany
Otto Stumpf AG Ord Shs,STUG.DE^B04,DE0007282006,D81755205,Ordinary Share,Xetra,Germany
Ixos Software AG Common Stock,IXSGa.F^A04,DE0001359388,D37039134,Ordinary Share,Frankfurt Stock Exchange,Germany
Wedeco AG Common Stock,WDOGv.F^A04,DE0008164161,D6235A792,Ordinary Share,Frankfurt Stock Exchange,Germany
SUESS Microtec 1 Ord Shs,SMHGe.DE^F04,DE0008164153,D6235A800,Ordinary Share,Xetra,Germany
Unylon Class E Ord Shs,UYNGe.DE^C05,DE000A0AYV17,D8565E162,Ordinary Share,Xetra,Germany
I FAO Ord Shs,FAOV.DE^F14,DE000A11Q2K3,D3462J158,Ordinary Share,Xetra,Germany
JJ Auto Ord Shs,JJO.F^C20,DE000A1TNS70,D3740Q107,Ordinary Share,Frankfurt Stock Exchange,Germany
Parsytec New Bearer Shares Ord Shs,PAQGe.DE^C05,DE000A0AHTP1,D59725123,Ordinary Share,Xetra,Germany
ADC African Development Corporation Ord Shs,AZC1.F^H14,DE000A11QW19,D0R75S105,Ordinary Share,Frankfurt Stock Exchange,Germany
Xin Rui Ke China Ord Shs,C9RG.F^E20,DE000A1X3YJ1,D1S1YE104,Ordinary Share,Frankfurt Stock Exchange,Germany
Alno Ord Shs,ANOGe.F^J06,DE000A0AYYM3,D0325Q114,Ordinary Share,Frankfurt Stock Exchange,Germany
Eurographics Ord Shs,E2Gn.F^D18,DE0008137654,D96287152,Ordinary Share,Frankfurt Stock Exchange,Germany
Winkler Duenne Ordinary Shares,WDBGv.DE^L04,DE000A0BVVP6,D9695M116,Ordinary Share,Xetra,Germany
Escada Ord Shs,ESCGe.DE^D05,DE000A0BVW67,D25191186,Ordinary Share,Xetra,Germany
VCI Vent Cap Ord Shs,MMWGn.F^C16,DE000A0JCYF4,D9331M157,Ordinary Share,Frankfurt Stock Exchange,Germany
Protektus Ord Shs,MLPRO.PA^E18,DE000A0JCXG4,D6222S103,Ordinary Share,Euronext Paris,Germany
Paragon (New) Ord Shs,PGNGe.DE^E05,DE000A0DRXY8,D5963F130,Ordinary Share,Xetra,Germany
Dr Scheller Ordinary Shares,DOSGv.DE^C05,DE000A0DRWV6,D2317N117,Ordinary Share,Xetra,Germany
Carl Zeiss Meditec Ordinary Shares,AFXGe.DE^C06,DE000A0DRXX0,D14895128,Ordinary Share,Xetra,Germany
Premiere Ordinary Shares,PREGnx.DE^I05,DE000A0DRXG5,D61744112,Ordinary Share,Xetra,Germany
"Jetter Ordinary Shares, new",JTTGe.DE^C06,DE000A0EKK79,D4626Q120,Ordinary Share,Xetra,Germany
"TRIA IT-solutions Ordinary Shares, new",TSXGe.DE^H05,DE000A0D66V1,D8444G149,Ordinary Share,Xetra,Germany
Burgbad New Ord Shs,BUBG.DE^J10,DE000A0EKLW0,D14497123,Ordinary Share,Xetra,Germany
Medisana JG Ordinary Shares,MHHGe.DE^H05,DE0005494512,D3271V129,Ordinary Share,Xetra,Germany
Creaton AG Ord Shs,CRNGv.DE^C06,DE000A0JBQJ4,D1644N121,Ordinary Share,Xetra,Germany
I M InternationalMedia New Ord Shs,IEMGe.DE^G06,DE000A0E96R4,D3515T104,Ordinary Share,Xetra,Germany
Zaeh Verlags Ord Shs,ZZSG.DE^L07,DE0005491765,D54091109,Ordinary Share,Xetra,Germany
Mybet Holding E Ord Shs,XMYNe.DE^I17,DE000A2AA4N6,D5S4FU138,Ordinary Share,Xetra,Germany
Phenomedia Ord Shs,PNMG.F^L12,DE0005414908,D6072K101,Ordinary Share,Frankfurt Stock Exchange,Germany
Solar2 Ord Shs,S2RG.F^D11,DE000A0LYDD3,D7048S129,Ordinary Share,Frankfurt Stock Exchange,Germany
Sinnerschrader V Ord Shs,SZZ1.DE^E17,DE000A2E42L7,D6984K116,Ordinary Share,Xetra,Germany
Dresdner Factoring A Ord Shs,D2FGa.DE^A08,DE000DFAG0B9,D23253129,Ordinary Share,Xetra,Germany
Dolerit-Basalt Grundwert- und Beteiligungs Ord Shs,DOLGv.DE^G06,DE000A0H50U8,D22539130,Ordinary Share,Xetra,Germany
Solvesta E Ord Shs,CB7e.DE^H17,DE000A2E4TN3,D7T4DK103,Ordinary Share,Xetra,Germany
Meteor Ord Shs,M2TG.F^C16,DE0006638935,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Vodafone Ord Shs,MMNG.DE^I99,DE0006560303,D8866X141,Ordinary Share,Xetra,Germany
Excalibur Capital Ord Shs,P1CG.F^C16,DE0007204208,D2766J104,Ordinary Share,Frankfurt Stock Exchange,Germany
Dresdner Bank AG Common Stock,DRSDn.PA^I98,,undefined,Ordinary Share,Euronext Paris,Germany
Eurohypo AG Common Stock,BHYGe.F^F94,DE0008078015,D18948105,Ordinary Share,Frankfurt Stock Exchange,Germany
Kennametal Hertl Common Stock,HEFGe.F^K95,DE0006053820,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
KSB Common Stock,KSBGe.F^G93,DE0006292014,D47612144,Ordinary Share,Frankfurt Stock Exchange,Germany
Babcock-BSH AG Common Stock,BTTGe.F^F94,DE0005284012,D14448126,Ordinary Share,Frankfurt Stock Exchange,Germany
Hach AG Ord Shs,HAHG.F^H92,,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Andreae-Noris Zn Common Stock,ANZGeb.F^C97,DE0005047070,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
VTG Lehnkering Common Stock,LEHG.F^F01,DE0006464209,D49664101,Ordinary Share,Frankfurt Stock Exchange,Germany
Schoen & Cie Common Stock,SCCG.F^G01,DE0007198897,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Rheinland Pfalz Bank Ord Shs,LRPG.F^G92,,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
FAG Kugelfischer Common Stock,KFSGe.F^F96,DE0005754717,D48011148,Ordinary Share,Frankfurt Stock Exchange,Germany
SAI Automotive Common Stock,SAIGb.F^L98,DE0005009070,D70583154,Ordinary Share,Frankfurt Stock Exchange,Germany
Elektra Beckum Common Stock,FBEGa.F^E00,DE0005667299,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
ING BHF-Bank Common Stock,BHFGe.F^E99,DE0008025016,D09632270,Ordinary Share,Frankfurt Stock Exchange,Germany
Salamander AG Common Stock,SAMGe.F^I94,DE0007305013,D66821139,Ordinary Share,Frankfurt Stock Exchange,Germany
Tecis Holding AG Common Stock,TESGe.F^H00,DE0006211618,D8304Q112,Ordinary Share,Frankfurt Stock Exchange,Germany
HSBC Trink & Bur Common Stock,TUBGe.F^D97,DE0008115122,D84495304,Ordinary Share,Frankfurt Stock Exchange,Germany
MSH Intl Service Common Stock,MXSGa.F^G00,DE0006632540,D5516J118,Ordinary Share,Frankfurt Stock Exchange,Germany
Jean Pascale AG Common Stock,PASGe.F^F98,DE0006903115,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Graphitwerk Common Stock,GKRGe.F^F98,DE0005896013,D2851C113,Ordinary Share,Frankfurt Stock Exchange,Germany
Rhenag Common Stock,RHEG.F^F01,DE0007035008,D65168102,Ordinary Share,Frankfurt Stock Exchange,Germany
Transtec Compsys Common Stock,TTCGe.F^H00,DE0007488215,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
General Technologies N Ord Shs,W8Z0n.F^B22,DE000A3E4993,D0852H107,Ordinary Share,Frankfurt Stock Exchange,Germany
Verion Ord Shs,VP1G.F^I11,DE0006947104,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Kremlin AG E Ord Shs,KMLGe.DE^I06,DE000A0JCY03,D4733P122,Ordinary Share,Xetra,Germany
Solarvalue Ord Shs,SV7G.DE^H13,DE000A0B58B4,D7048Z107,Ordinary Share,Xetra,Germany
Blaue Quellen Common Stock,BQUM.CD^K00,,undefined,Ordinary Share,The Toronto Stock Exchange,Germany
Schmalbach Lub Common Stock,SMLB.CD^K00,,undefined,Ordinary Share,The Toronto Stock Exchange,Germany
AlzChem Ord Shs,0RN6.L^G19,DE000A1MBDZ0,D0R02E104,Ordinary Share,London Stock Exchange,Germany
Schwarz Pharma V Ord Shs,SRZGv.F^A07,DE000A0KPPE5,D6889B112,Ordinary Share,Frankfurt Stock Exchange,Germany
Ision Internet Common Stock,IOIGa.F^D01,DE0005155964,D3673N121,Ordinary Share,Frankfurt Stock Exchange,Germany
Maschinenfabrik Berthold Hermle Ord Shs,MBHG.F^F13,DE0006052806,D3234N115,Ordinary Share,Frankfurt Stock Exchange,Germany
MB Software AG Common Stock,MBSGe.DE^D01,DE0006583214,D5289M124,Ordinary Share,Xetra,Germany
Ricardo De AG Common Stock,RIDGa.F^K00,DE0007020745,D6530P114,Ordinary Share,Frankfurt Stock Exchange,Germany
Reinecke+Pohl Sun Energy New Ord Shs,HRPGe.DE^E07,DE000A0LR9L9,D6398G149,Ordinary Share,Xetra,Germany
P & H Logistik Ord Shs,PHNG.DE^A09,DE000A0DJ4Q9,D61008104,Ordinary Share,Xetra,Germany
CONET Technologie Ord Shs,CT7G.DE^C07,DE0007921728,D1586Z108,Ordinary Share,Xetra,Germany
FIDOR Ord Shs Not Trading,F5RGa.DE^A08,DE000A0H1K43,D27375118,Ordinary Share,Xetra,Germany
ADLER Real Estate E Ord Shs,ADLJe.DE^H18,DE000A2NB7L7,D0190N154,Ordinary Share,Xetra,Germany
Fresenius New Ord Shs,FREGe.DE^I07,DE000A0MF0A4,D2734M163,Ordinary Share,Xetra,Germany
FloraEcoPower Holding New Ord Shs,ECOGe.DE^H07,DE000A0MF0Q0,D27463112,Ordinary Share,Xetra,Germany
MME MOVIEMENT V Ord Shs,MMEGv.DE^D07,DE000A0MF186,D53442113,Ordinary Share,Xetra,Germany
GRETA Ord Shs,GTLG.F^L14,DE0009147173,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Boetzelen Real Estate Ord Shs,BOEG.DE^I12,DE000A0NK291,D1453Y101,Ordinary Share,Xetra,Germany
Schraad Metallbau Ord Shs,SBUG.F^C16,DE0007227308,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Envio Ord Shs,EIOG.DE^D13,DE000A0N4P19,D2551A102,Ordinary Share,Xetra,Germany
GHS Gesundh Service Ord Shs,GHSG.DE^G08,DE0005858609,D2823W106,Ordinary Share,Xetra,Germany
The Tapcap Company Ord Shs,AQ1G.DE^B16,DE000A0TGNL5,D04288102,Ordinary Share,Xetra,Germany
Asian Bamboo Ord Shs,5ABG.F^K19,DE000A0M6M79,D0460R109,Ordinary Share,Frankfurt Stock Exchange,Germany
Axiogenesis Ord Shs,AI8G.DE^J14,DE0006048267,undefined,Ordinary Share,Xetra,Germany
Godewind Immobilien E Ord Shs,GWDNe.DE^E20,DE000A288730,D2R8RV124,Ordinary Share,Xetra,Germany
Gebhard & Co New Ord Shs,GSKGne.DE^G08,DE000A0SLM13,D2757A120,Ordinary Share,Xetra,Germany
Essential Invest Ord Shs,ES3G.DE^G11,DE0006040447,D25346103,Ordinary Share,Xetra,Germany
Bausparkasse Mainz Ord Shs,BWMG.DE^C11,DE0008018706,D06776104,Ordinary Share,Xetra,Germany
Interhyp V Ord Shs,IYPAGv.DE^G08,DE000A0V9LR1,D3515M125,Ordinary Share,Xetra,Germany
Sinosol Ord Shs,SNNG.DE^I12,DE000A0JEQK6,D6952Q103,Ordinary Share,Xetra,Germany
ErSol Solar Energy V Ord Shs,ES6Gv.DE^H08,DE000A0V8962,D2458C136,Ordinary Share,Xetra,Germany
Peaches E Ord Shs,HYOGe.DE^K08,DE000A0SLPJ6,undefined,Ordinary Share,Xetra,Germany
SCHOTT Solar Ord Shs,S9SG.DE^C20,DE000A0RAS03,D67791109,Ordinary Share,Xetra,Germany
ABAG Aktienmarkt Beteiligungs New Ord Shs,AABGe.DE^L08,DE000A0XYMU3,undefined,Ordinary Share,Xetra,Germany
Babcock Borsig Common Stock,BBXGe.F^H02,DE0007241218,D09913118,Ordinary Share,Frankfurt Stock Exchange,Germany
Gauss Interprise Common Stock,GSOGa.F^C02,DE0007998726,D27564117,Ordinary Share,Frankfurt Stock Exchange,Germany
Klosterbrauerei Konigsbronn Ord Shs,KB8.F^C16,DE0007958217,D4037C108,Ordinary Share,Frankfurt Stock Exchange,Germany
BGI EcoTech E Ord Shs,BGHGe.DE^L09,DE000A0XFVX7,D1125X168,Ordinary Share,Xetra,Germany
Sunways E Ord Shs,SWWGe.DE^G09,DE000A0XFWU1,D8280B139,Ordinary Share,Xetra,Germany
Brainpool TV Common Stock,BTVGa.F^L01,DE0007239535,D12455123,Ordinary Share,Frankfurt Stock Exchange,Germany
Trading Systems Portfolio Management Ord Shs,FSUG.F^C16,DE0005774905,D2666U100,Ordinary Share,Frankfurt Stock Exchange,Germany
Hypo Real Estate Holding V Ord Shs,HRXGv.DE^E09,DE000A0XFTE1,D3449E157,Ordinary Share,Xetra,Germany
IMW Immobilien Ord Shs,GARGne.DE^J09,DE000A0XFSL8,D3508M165,Ordinary Share,Xetra,Germany
Solarpraxis E Ord Shs,SPAGe.DE^I09,DE000A0XFSZ8,D70491119,Ordinary Share,Xetra,Germany
Nextevolution E Ord Shs,N5EGe.DE^G09,DE000A0Z1HY8,undefined,Ordinary Share,Xetra,Germany
Rheinhyp Common Stock,RHYGe.F^H02,DE0008101015,D64427186,Ordinary Share,Frankfurt Stock Exchange,Germany
Porta Systems E Ord Shs,PFTGke.DE^B10,DE000A0L1MM9,D6158P131,Ordinary Share,Xetra,Germany
Agennix Ord Shs,AGXG.F^F19,DE000A1A6XX4,D02353155,Ordinary Share,Frankfurt Stock Exchange,Germany
Concept Common Stock,CUKGa.F^C02,DE0005287825,D1592Y111,Ordinary Share,Frankfurt Stock Exchange,Germany
jobpilot AG Common Stock,JOAGa.F^E02,DE0005141725,D3727B123,Ordinary Share,Frankfurt Stock Exchange,Germany
Allweiler AG Common Stock,AWPG.F^J03,DE0005034904,D03248107,Ordinary Share,Frankfurt Stock Exchange,Germany
Berliner Kindl Common Stock,BKBG.F^A03,DE0005221006,D09688108,Ordinary Share,Frankfurt Stock Exchange,Germany
EuroHypo Common Stock,FHYG.F^H02,DE0008053000,D27063102,Ordinary Share,Frankfurt Stock Exchange,Germany
Josef Voegele AG Common Stock,JVOG.F^J02,DE0007658502,D3S55U115,Ordinary Share,Frankfurt Stock Exchange,Germany
Kraft Rheinfelde Common Stock,KRFG.F^A03,DE0007019002,D40601102,Ordinary Share,Frankfurt Stock Exchange,Germany
Massa AG Common Stock,MASG.F^A03,DE0006579600,D52685118,Ordinary Share,Frankfurt Stock Exchange,Germany
Monachia Grundst Common Stock,MOA.F^H02,DE0006622905,D54851114,Ordinary Share,Frankfurt Stock Exchange,Germany
Rieter Spinnerei Common Stock,SSAG.F^L02,DE0007208001,D68417118,Ordinary Share,Frankfurt Stock Exchange,Germany
Veritas Gummiwer Ord Shs,VERG.F^C16,DE0007674004,D87683112,Ordinary Share,Frankfurt Stock Exchange,Germany
Pirelli Deutschl Common Stock,VPIG.F^L02,DE0007602005,D61178113,Ordinary Share,Frankfurt Stock Exchange,Germany
Verseidag AG Common Stock,VSWG.F^H02,DE0007644007,D87854184,Ordinary Share,Frankfurt Stock Exchange,Germany
Michael Weinig Common Stock,WEIG.F^J02,DE0007764805,D9558M104,Ordinary Share,Frankfurt Stock Exchange,Germany
Westafr Pflzg Ord Shs,WPVG.F^C16,DE0007826000,D95792103,Ordinary Share,Frankfurt Stock Exchange,Germany
Zanders Feinpap Common Stock,ZANG.F^H02,DE0007852105,D98237163,Ordinary Share,Frankfurt Stock Exchange,Germany
Aach Mun Leben Common Stock,AMLG.F^H02,DE0008453929,D00252102,Ordinary Share,Frankfurt Stock Exchange,Germany
